pzz	sigma	t
91	0.169882770115551	150.474246931003449
92	0.100527229488979	150.577587512236278
93	0.235476296236711	150.802196488467729
94	0.695739939565200	152.845661962552612
95	0.111418052126557	156.283377243191097
96	0.387163600699786	156.385627884923849
97	0.120782032454664	156.789932604225811
98	0.159451987937318	157.963768927909200
99	0.101357385722427	158.010723375818259
100	0.100898810341738	158.167428991710040
101	0.235063785632194	158.533828147240854
102	0.109291817908915	158.816217381138046
103	0.842213178274842	161.055503155710852
104	1.246389890372183	162.768156545696939
105	0.104544533291150	165.833689189691597
106	0.448394139231894	165.969202455224945
107	0.149126516377164	165.988856144123474
108	0.127662296051045	166.548069764261186
109	0.107458252008006	167.516050516714131
110	0.111720729051995	167.898168981003749
111	0.491208566580002	168.131527678289046
112	0.109499242788284	168.257327536344746
113	0.103122326091014	169.707404307343353
114	0.264734640370206	169.848557881700600
115	0.490432338790907	173.677278071316010
116	0.101797776436742	174.108062780499466
117	0.647352297828114	175.459616648534364
118	0.207207246327342	175.652871804943487
119	0.244395938559974	177.143198883860322
120	0.671810794676795	177.809434643675985
121	0.760794681806763	179.477645004483122
122	0.102862035470189	179.796447228647196
123	0.810885012631771	182.158228060468304
124	0.267912045642957	185.024181285544216
125	0.109039580936740	186.586869148590921
126	0.480512645636697	186.845780209765906
127	0.806854930639890	189.332385787850342
128	0.474297266805285	192.433227553457044
129	1.157534623119790	193.876358055391250
130	0.104379943482164	194.150244029290121
131	0.776785449185956	196.078321919620805
132	0.108503121450366	197.533669469690977
133	0.423809752928773	197.788361434978867
134	0.452631753490977	201.475017464918068
135	0.142741783747536	202.832850653949464
136	0.249253236753949	203.157482349117458
137	0.347500688987255	203.512238293902698
138	0.138093436193267	204.611585389308004
139	0.349804434453405	205.069029923703056
140	0.143035489469595	208.144442265950687
141	0.103538886076001	208.332325136689491
142	0.977574822620906	208.569456469273661
143	1.000857747251134	209.278703089384607
144	0.109655282906097	211.955507002621403
145	0.585841289672433	212.222591727978170
146	0.162155436270503	213.688909490507854
147	0.398050908973941	214.014181589800728
148	0.623514892732417	215.990840156346081
149	0.526095908147407	219.274706631002630
150	0.240607755492105	220.867705439311862
151	0.101031245322536	221.124337848650526
152	0.133524945965492	222.729564500141919
153	1.337210545355261	223.475221974781078
154	0.483329094837102	224.632851150947999
155	0.130407235674764	226.412326687848235
156	0.787440879887586	227.423145771732663
157	0.695221144220422	229.639022933888526
158	0.169545590180855	231.521949753770485
159	0.166063125221756	231.897358152642994
160	0.574336925792555	233.514237690382032
161	0.588623980309910	236.869019881919399
162	0.986087418462744	238.283951176846813
163	0.142052590880345	239.929410981603127
164	0.100182920508629	240.131902410932156
165	0.333136730589070	240.485521517008749
166	0.118118212892524	240.562853087550423
167	0.112646829549429	240.670945479497220
168	0.938981603786606	242.320553912551475
169	0.563201210601669	243.632500058315003
170	0.111550736621663	243.708382251408892
171	0.155088989737805	247.554384017530538
172	0.154022009392202	248.455118119712438
173	0.155483825592155	248.899999790601868
174	0.346649947129922	249.023644292093451
175	0.112605177758245	250.483767205718323
176	0.524973729261019	250.735383167968592
177	0.775299542939278	253.176762616145595
178	0.175469446141872	253.702370150525837
179	0.606833845247114	255.709028093056048
180	1.162331952131913	256.808361576768789
181	0.136372263518062	257.348278249460350
182	0.102750758119606	258.798982477731954
183	0.460016451476286	259.031690282343789
184	0.339671987053129	260.686723376156181
185	0.822657222535851	263.619903168809913
186	0.219851312458934	265.848911730020234
187	0.155154167389005	266.184806479476947
188	0.105895122355584	267.220212110905550
189	0.395597660346771	267.497643013370237
190	0.108119807998224	267.701250051196780
191	0.785067318662526	269.829556558134016
192	1.209262999672081	271.280730939727562
193	0.722137614594794	273.499749072618499
194	0.151101770546931	275.670498921229239
195	0.313911194551070	275.960066172785218
196	0.132274287362793	277.024935241757703
197	0.115789941899681	277.333884536471771
198	0.523101522532786	277.703927188571356
199	0.125095674935258	277.755792530506938
200	0.439067311767471	278.976219312899673
201	0.214373879492295	282.639044055197360
202	0.811480132797331	284.038028688054339
203	0.858697240818945	285.771591717456488
204	0.160981888148984	286.039165978618485
205	0.104351150637937	287.210362368908477
206	0.581837873604540	287.571644295947294
207	0.782432304450221	289.297377764326768
208	0.667922758140976	292.035899118731891
209	0.141597456386125	293.646893024485564
210	0.365848917668935	294.004219667448467
211	0.244317149080598	295.350612375976823
212	0.713579965746322	297.985293215316801
213	0.101170372042994	299.046484779582045
214	0.885206825625484	300.029733298827523
215	0.464426121776251	301.962340268070193
216	0.104789263025747	302.271127294701500
217	1.232894567717508	303.707124550187473
218	0.351314934152934	305.397008480790532
219	0.543959700014696	307.019432042673088
220	0.395220561456378	310.278739185416043
221	0.292972861130837	311.666326308862040
222	0.104140913052000	311.960196046506383
223	0.177558100310449	311.995556007918537
224	0.118770233206656	313.389340770218780
225	0.651136825378443	313.521559404208233
226	0.586442672191962	315.335379920417324
227	1.341441707828332	318.325299756381810
228	0.614086265708249	318.560512909531440
229	0.346825449375923	321.539356748276646
230	0.152840763682266	322.533799198945587
231	0.121822797175284	322.887107395695239
232	0.410847985841800	323.097049502514892
233	0.547141691285129	324.685379870871884
234	0.586847157457838	327.633308143357340
235	0.241785874391560	329.161266668732310
236	0.100835136550024	329.320719846502811
237	0.194422854635839	329.631250680778805
238	0.102702794112304	329.814945385770557
239	0.652489140175667	330.962221541319877
240	1.571752736636814	333.231756998464391
241	0.219471172772839	333.820223562428396
242	0.149083833004462	334.110832831225764
243	0.584558518016536	337.036963585100864
244	0.614130149336028	338.638213829952065
245	0.224644028056036	340.376227885440528
246	0.166290746945413	340.478350647939976
247	0.182857829009959	340.880819771703955
248	0.380883629224720	341.900805296548128
249	0.703288903064330	344.879558708253739
250	0.435969233852795	346.660634552272029
251	1.256505141966853	347.925800093177315
252	0.118349262312600	349.783770835351447
253	0.428251538734092	349.965379429957864
254	0.103716625372474	350.087886568488329
255	0.637059810634965	351.523282610048966
256	0.797793360204450	353.290798562483531
257	0.376546335957397	356.142160530836463
258	0.169352655055416	357.836854003255269
259	0.671430518386822	359.452205585974014
260	0.700495304828221	361.192041004021746
261	0.929330823147244	363.542181891261464
262	0.762427951047357	365.033263358473391
263	0.851958227997516	366.832571054172263
264	0.105182020721677	368.530117278311934
265	0.356069549047096	368.534386432135364
266	0.420440344211607	369.922211987412027
267	0.412072102789929	373.252863673248839
268	0.694038890738123	374.314674892725975
269	0.117875378460509	374.934743635841642
270	0.194594664522551	376.139752832323154
271	0.765676225298876	378.307452339586973
272	1.075218212328084	379.868660509096742
273	0.179911577235954	380.733388255452780
274	0.136259445752209	381.060991269625674
275	0.653748187784918	381.211735187920283
276	0.558586778696831	383.713129222228645
277	0.292375385824742	385.456090326275387
278	0.441915940041733	387.002323816136879
279	0.734138792781916	388.719119143965088
280	0.116314832045165	391.576290638041144
281	0.275356155930546	391.579195045006486
282	0.518955996417999	392.988807272519921
283	1.331532014097764	394.565813692559459
284	0.102202764595264	394.749645734608009
285	0.375695214226194	396.134480144445149
286	0.706559456042239	397.713012671948377
287	0.711013835113564	400.113159039215020
288	0.102319101250342	401.864364247743026
289	0.100040805891136	402.032996892558629
290	0.278848035580804	402.201241092039766
291	0.143139727545964	402.364019108930904
292	0.264078580545885	403.403976976876208
293	0.219251302259033	403.799215476625193
294	0.150194240916624	403.926604518328702
295	0.377310180981768	404.974808893695354
296	0.112876241498831	407.673969932723651
297	0.629370276255396	408.015011938021530
298	1.032016937766125	409.040269104252388
299	0.688289134219742	410.745299808019695
300	0.604004197075086	412.706332978573187
301	0.102188563599002	413.015826847128494
302	0.886822084765906	414.277648236385289
303	0.291796654693244	415.407508285847882
304	0.569520707538494	418.501103596438497
305	0.187058106467606	420.138979553048046
306	0.104980143941055	421.575369177189998
307	0.391133045369769	421.616341288190711
308	0.123426792974705	421.934652445447398
309	0.713563100652983	423.368700629610601
310	0.771459535168387	425.001163453794391
311	0.640070276444189	427.561235602749719
312	1.084826720554716	428.144162206169824
313	0.367811307325366	430.550175849578579
314	0.168700703296375	431.848079848300358
315	0.109222885969603	432.003758957523189
316	0.624660326373648	433.794445644678603
317	0.607865488094919	436.302195386336507
318	0.473137576340755	437.992412040981776
319	0.111169505406458	438.783005790440200
320	0.109821683438373	439.085834565069547
321	0.517799194318597	439.440659586039089
322	0.878052021390277	441.480706433678904
323	0.927226556247604	442.521714992303600
324	0.634943663921129	443.966703328767267
325	0.225476448754129	447.022047416106204
326	0.109608297524846	447.735218075184662
327	0.660282313117748	448.132887856837897
328	0.392972022351853	449.813588166581553
329	0.527309842110060	451.233695145945148
330	0.465621529175296	454.236807793045159
331	0.906838837161490	455.516830725540331
332	0.129373287500728	456.674690186072610
333	0.772293884880197	456.853476372141074
334	0.101336408456506	458.498317635288004
335	0.808059242419027	458.640118917413588
336	0.281468281909019	459.815161511797612
337	0.139659449507371	459.832172846879132
338	0.769601189437707	462.007447809866221
339	0.583488321783041	464.177164317500171
340	0.318458452799596	465.901839543607309
341	0.318407276822246	467.259294372945192
342	0.136448656579985	467.399330697754692
343	0.752624487394935	469.484886668133413
344	0.893928249332539	470.711800421691748
345	0.688324793557931	473.061899088121834
346	0.809523112771814	474.164983648980240
347	0.151989655129363	474.664354096496254
348	0.418325988393443	476.065004242990312
349	0.102716715931835	476.336837930446563
350	0.562682849089870	477.504548841296355
351	0.426089087453602	478.795399482367259
352	0.417320727959025	481.950683968306521
353	0.398189445870363	483.222630107893337
354	0.109508761516068	483.557236948377579
355	0.107571595010645	484.313301320436778
356	0.905930905599420	484.823166025111504
357	0.198917099818922	486.152487544857877
358	0.818018523209952	488.643720720951819
359	1.070029132847020	489.163136614203040
360	0.642240940083566	491.549266785483724
361	0.297161126608540	493.404223269008583
362	0.111420066545405	494.521410176601648
363	0.444409837163892	494.894743447981739
364	0.111740589606072	495.066153669291452
365	0.443856473493885	496.306866860239154
366	0.749478886879834	498.659073969710448
367	0.539724377982890	500.580814949122498
368	0.205077247350719	501.808626451778025
369	0.175274236900917	502.026416093080684
370	0.108292999530933	503.603244455608660
371	1.442721080865038	503.761730707454888
372	0.470756881666970	504.915435213534863
373	0.489718936920348	506.269359434457670
374	0.646388177215549	508.965935822985784
375	0.534162681115728	510.488885200425841
376	0.154009933209563	511.994748021989324
377	0.109791178110788	512.061351513597970
378	0.211486040576945	512.137232973618097
379	0.129678110511116	512.529431284541829
380	0.111814999171400	512.880504723189460
381	0.127584105954302	513.111346308931957
382	0.265764748358849	513.444919075688745
383	0.145109588155761	513.502144513282133
384	0.645575678188677	515.338370096364088
385	0.349283217030918	517.989925330258188
386	1.484125056175282	518.454317171231992
387	0.100846098813213	520.168409934890406
388	0.137867007598907	520.361202051105579
389	0.521583354617624	520.566603112745725
390	0.135639011193974	521.852196107222653
391	0.399782302623370	522.088868593387360
392	0.111933024894291	522.173692183829189
393	0.645728489471296	523.702421591162420
394	0.608405482234452	524.877433297908965
395	0.228980754645281	527.937126144341732
396	0.380891670036535	528.970396266036914
397	0.146983306753115	529.338286938786155
398	0.105719839012194	529.346278605853627
399	0.172357801109442	529.550417669565718
400	0.432549431704351	530.475476943581953
401	0.857307301037652	532.555511388567993
402	0.745896679529788	533.621475476342312
403	0.780891908169279	535.676930828197897
404	0.627617394018386	537.372670132115331
405	0.684046464720931	538.858645042319608
406	0.248913356751217	540.563995295336326
407	0.456034583602708	541.733789320356664
408	0.679186246168682	544.482382813795880
409	0.583053509425285	545.887886285021182
410	0.367645434602249	547.431716808820966
411	0.106489920569011	547.442505290407553
412	0.111247112033983	547.651684113883903
413	0.134765389616341	547.669843702640947
414	0.123970660268093	548.775858223419050
415	0.111747307920040	548.803368165284269
416	0.518905243939503	548.916963701737927
417	0.102227869825088	549.061023935636854
418	0.208531481318142	549.189373205508446
419	0.955707547908597	550.735881485683535
420	0.740910020625895	551.679536942058803
421	0.661786147974701	553.708796725500974
422	0.393561177395164	555.975094643294369
423	0.170924932136764	557.396549136374574
424	0.174711153524781	557.405983506697339
425	0.676176485144075	559.036949799670197
426	0.491792304487818	559.960187297947982
427	0.658982294117046	562.720037739166628
428	0.116308125669595	564.341050758230494
429	1.507521045880857	565.326229292035805
430	0.106399471598465	567.062872201757727
431	0.470260461875384	567.185181248547224
432	0.112325424772266	568.225394439607612
433	0.486595446539392	568.543436575390729
434	0.108338506933764	568.643651285512988
435	0.524580246019780	569.788616888145953
436	0.606218363249790	572.552998549873109
437	0.495310774766980	573.913480585810362
438	0.196632234708692	575.540726816919573
439	0.457788146239199	576.835143248388022
440	0.516374639599042	579.361200110302889
441	1.363099451839001	579.945354812978280
442	0.656649140952054	582.074674888819686
443	0.618941737007193	583.724726756902442
444	0.665797861514362	585.058676566603822
445	0.128586865308462	586.451967942073907
446	0.316495523565432	586.553360664412025
447	0.555483568656938	587.997253942435350
448	0.419976010725001	590.779277150860935
449	0.290109128328717	591.959032658519277
450	0.142903154956276	592.379725668245214
451	0.120332298507262	593.284173560466002
452	0.641647909101657	593.530416095681289
453	1.017031707728788	595.149439966010277
454	0.410150324959854	596.148492222098753
455	1.049554751424556	598.687477640327529
456	0.658364646108970	599.391633904283253
457	0.400281775936287	601.811059816105853
458	0.103636810327380	602.915751930064857
459	0.195401887359053	603.097714176889895
460	0.211997786748565	603.237079307927047
461	0.424259982354366	604.456609168142563
462	0.702793946311593	606.354609725877594
463	0.481960558688022	608.627074288423842
464	0.804830694372552	609.749765262917890
465	0.167795129184937	611.250209090640510
466	0.338965920649655	611.265297868900802
467	1.241982045168040	613.144040043439304
468	0.629996543056078	614.071865608412168
469	0.432882198444752	615.326580658070839
470	0.480463097565316	618.277404906600964
471	0.410455146581001	619.478407904454798
472	0.144923422812524	620.810939619738747
473	0.355692344257746	621.039199030947088
474	0.136052038510977	621.343543415996010
475	0.132218246894494	621.836763160755481
476	0.279889854593635	622.274774851496772
477	0.647160344591962	624.271108560606763
478	0.763962166878332	626.387987832514682
479	0.798023392223089	627.575788330397017
480	1.035963850360619	628.587715522712074
481	0.173013651507502	630.569592497733083
482	0.523276081454519	631.926098793860206
483	0.589213764037705	633.443336248010837
484	0.630531954165408	635.553497457274602
485	0.281151807466124	637.512337569259330
486	0.227391802118566	638.542049946783550
487	0.253846024777144	638.708683310893207
488	0.850133798863484	640.345622242950185
489	0.779266197597281	641.855752027242374
490	0.962582043295353	643.120686750426330
491	0.625163888669755	645.041815273976226
492	0.689747831355747	646.682175546881808
493	0.375776675896758	648.247275762166510
494	0.540062057435180	649.654612399610983
495	0.323975462260578	650.637847658628516
496	0.357018557556538	653.773262904857347
497	0.804250563514986	654.742846189444208
498	0.684142817350714	656.232596699832243
499	0.224239997121701	657.441341687708359
500	0.278872658832250	657.727215154271335
501	0.146650914589004	657.938890733908693
502	0.104525778047572	657.953189900003053
503	0.964294754683596	659.479834939869988
504	0.635441077636424	660.379270878742318
505	0.639306169780207	662.147611592233147
506	0.517504919398737	664.410437663253560
507	0.373027600388613	665.807004122123089
508	0.121412877642495	665.821008145548262
509	0.271180625643312	666.909104458434172
510	0.141728840969416	666.960226948040599
511	0.717001141848896	668.893535039403901
512	0.713052547585989	670.277900158904686
513	0.377471974713296	672.676685174787394
514	0.847224815137827	673.773444964739156
515	1.134387197438232	675.011631888889724
516	0.103980266549852	676.512085251794474
517	0.479644625707210	676.585925812936694
518	0.101424947565564	677.690577668346123
519	0.286880715224781	677.727189711980259
520	0.729965235646036	679.693826632727223
521	0.407883232071339	682.018715252265679
522	0.191133224128363	683.031034391177059
523	0.410488765174916	683.163761793474464
524	0.104942903198626	683.340246633826609
525	0.128624497968960	684.472844511684912
526	0.285641942803632	684.602400453235418
527	0.515820677845831	685.888080080063787
528	0.635953493322880	688.095041558767434
529	1.335982911522143	689.483105546083038
530	0.690199170293287	690.374216249764686
531	0.328137029640330	692.752738604403817
532	0.645832720670519	693.885199021421954
533	0.514735313872409	695.370008278637783
534	0.485579791729305	696.477443206374915
535	0.534035633376866	699.272331208262472
536	0.247808489277897	700.480408194204074
537	0.103455033068285	700.549420045139868
538	0.106217585936054	700.702492956706692
539	0.132528230287758	700.797829913432452
540	0.105341990561032	701.541528505210749
541	0.405313460499771	701.865141270196318
542	1.019398911151641	703.662366246514352
543	0.766448301840790	704.790555309345677
544	0.666584279874847	705.935778080351838
545	0.568077000542095	708.458844764487253
546	0.887360628543044	709.335162000696414
547	0.314528466478572	711.266910337836180
548	0.178280197757692	712.240280561897748
549	0.199524569844256	712.380949069761186
550	0.112723863612126	712.436411389499426
551	0.156284076155278	712.460675027087404
552	0.537290965036019	713.937099996151801
553	0.677736333790458	716.325856591575530
554	0.625373880066580	717.704651780092263
555	0.552041072574065	719.139822284759703
556	0.833035188087434	720.521362272945566
557	0.476541803480499	721.895078803553019
558	0.104519720337360	722.000677835612123
559	0.989130070610330	723.484990864851397
560	0.404592773975113	724.290024338550438
561	0.495943098744347	727.159452482888355
562	0.496069540507950	729.807217705519747
563	0.131106389836673	730.182366781715928
564	0.508536873818929	731.123635669739883
565	0.580775229423878	732.696299973906434
566	0.623346031178775	735.192050582111619
567	1.047159975678526	735.986995155542331
568	0.650498989976244	737.337901001111049
569	0.113558717079984	737.719993393895265
570	0.608274770317122	738.949097645857819
571	0.312710124164399	740.347226417831621
572	0.467299588077402	741.598490273150901
573	0.728061639371335	743.957364807368094
574	0.412397073570014	745.525764486204821
575	0.120416625919198	745.830618058489790
576	0.181193542326281	746.857393001746914
577	0.377184337344552	746.886861448665968
578	0.222617067631322	748.016430126490377
579	0.139612327142509	748.041532227605899
580	1.489600379464307	750.571124724567881
581	0.276482901506363	750.751453819897279
582	0.765831261924218	752.789202513272244
583	0.609029089360872	754.468779394807370
584	0.454487266828884	756.143148448039597
585	0.138678899508722	757.198431338859791
586	0.208393674655017	757.386793496111864
587	0.361631921058220	757.630649554594129
588	0.119648033349476	758.373226418106356
589	0.310820450079186	758.760623001410636
590	0.605494589145094	760.183306507062071
591	0.371746477466663	762.831966231933961
592	0.348159100535475	763.999472770552984
593	1.231757122101066	765.204151297367503
594	0.142188499220849	766.296334931574393
595	0.145691618416769	766.695341505806937
596	0.421344782944578	766.766470051406600
597	0.601643791904118	768.019486229659151
598	0.770199075656855	769.535469994648906
599	0.645350278138558	770.943165808054232
600	0.476210596924843	773.150263384704203
601	0.335909765964694	774.410804947174142
602	0.120452760897353	775.702705972107424
603	0.344205791116382	775.764654911543630
604	0.529129543196095	777.143370799603986
605	0.109913919636054	779.390644628759105
606	0.652513650496799	779.432517345307815
607	0.885408442085840	780.366336929354475
608	0.298226194500060	782.258015144379442
609	0.145939637839206	782.386250741932713
610	0.124902872610012	783.419479470808710
611	0.976733590405885	783.554944285672377
612	0.100519471353211	784.735850260867323
613	0.835826300202500	784.872161507452802
614	0.295942031140069	786.014406813125902
615	0.462365121809569	787.300169599261949
616	0.466406353658202	790.207494585349195
617	0.628860032916398	791.151030034911969
618	0.172254562875250	792.733981397721436
619	0.708285159136540	794.101976781569419
620	0.525461803036591	795.456006282502926
621	0.106925083164142	797.458223723086689
622	0.774945377507720	797.570437384715547
623	1.007027151449269	798.859609971103737
624	0.742198466765138	799.547105106925414
625	0.369676222080098	801.806195888112711
626	0.103054762017564	802.044479347852189
627	0.217407223878730	802.782436459786140
628	0.279328407556880	803.075389282105448
629	0.557685566685564	804.568229240732080
630	0.654284778957117	805.725752437068081
631	0.448600271482930	808.294875712688849
632	0.306474702762126	809.406255432207786
633	0.141402755826540	809.675574349586782
634	0.103696103889844	809.684418701069262
635	0.115085972512087	809.952885432287871
636	0.145259171293626	810.392816065201600
637	0.125010055169997	810.638699452948458
638	0.453247527771159	810.844976956012147
639	0.114082078894058	811.903986917265797
640	0.152713184238505	812.211283594041561
641	0.721224080884035	812.440566141828640
642	1.064428035438072	813.674930101893892
643	0.514052156067367	814.564104841303106
644	0.628965599653431	816.732913515597261
645	0.459715402693824	818.629352009555305
646	0.109197062729025	819.605058144661029
647	0.602418111323462	819.661842671371005
648	0.143774334809644	821.018785772847082
649	0.371598077225577	821.146197079407102
650	0.319165558767557	822.174474452474897
651	0.616978522342866	824.658395670350956
652	0.509688438631428	826.319638933799638
653	0.974256817560959	827.248438907327454
654	0.569166419019527	828.679629819505749
655	0.904896030465194	830.364202733018146
656	0.456943525121570	831.320362296213148
657	0.634380184213160	832.809547199887447
658	0.678968123874593	834.614190184984864
659	0.326867499807686	836.764004202186015
660	0.118967710667140	837.908981656281640
661	0.183388055429828	837.915744630153768
662	0.129703385058103	838.004312245732763
663	0.105735858751900	838.055558558111443
664	0.487598576769831	839.151843467857930
665	0.813468750786911	840.868645820468942
666	0.614378972495641	841.924426518857217
667	0.442261133923371	844.422121881722774
668	1.134040658505748	845.130014405225779
669	0.854122432107837	846.495954722197780
670	0.161605538261976	848.166407944629213
671	0.101188168905018	848.225936540216253
672	0.236578454967785	848.240073695575916
673	0.497618655166301	849.554522474165196
674	0.448409182180062	850.505791082856717
675	0.519066628470488	853.288468769681003
676	0.529551292304382	854.358011538177379
677	0.157257243208890	855.729858305350035
678	0.502227981495593	855.815977675636191
679	0.109236187119587	856.789407527193930
680	0.285773441455458	856.989470274709333
681	0.114288980140925	857.104902851469774
682	0.668590200884946	858.775955727337532
683	1.568943273352258	860.465400225705139
684	0.275361041422422	860.734976111394417
685	0.499896411886231	863.356684709438127
686	0.100634989348607	863.695736122285439
687	0.507505017796929	864.668848170666706
688	0.305073794826821	866.029967467987717
689	0.142492968252991	866.109199154653652
690	0.477214519948446	867.478148848195247
691	0.520855872187748	868.479104362548355
692	0.619836154026984	870.959288897502347
693	0.414901021659640	872.416474143921846
694	0.347196782717797	873.538145423823380
695	0.166128621400991	873.682339670995248
696	1.466271674398329	875.027974961655559
697	0.106001129541808	875.131416640341399
698	0.348573039123059	876.264232215617767
699	0.526691699052512	877.477350601313560
700	0.744960866992694	879.345809493807110
701	0.679563155764673	880.894814155511312
702	0.379590341101001	882.591187986959540
703	0.194793985792736	883.786332403946403
704	0.167946884162686	884.012819483260046
705	0.452446200913815	885.122627932384489
706	0.619579983293847	886.743414171083259
707	0.780691513021635	888.711235099105920
708	0.819951199644195	890.024659032686600
709	0.792932858559535	890.959909849956261
710	0.311705827809130	892.857145266639577
711	1.037194285368574	894.101922373140269
712	0.336619577877118	895.207119193835183
713	0.517704675709619	896.497872039088975
714	0.363147931838397	899.295456634673883
715	0.132726787876140	900.160632832337797
716	0.342131093457737	900.206554350081774
717	0.107975682923381	900.583935438348249
718	0.106113235794935	901.193448690648438
719	0.133651456501718	901.413514537533615
720	0.587088758407697	901.617967495037760
721	0.379550677762971	902.802345957026319
722	0.659132083541475	904.664431360234289
723	0.884779989920263	905.777500528863015
724	0.533831848805759	908.034584682250852
725	1.077842355278957	908.220203036951830
726	0.454346940853314	910.465316241917890
727	0.183932579008084	911.706780155636920
728	0.304654899093013	911.785384663483569
729	0.279559565981856	912.770022154760909
730	0.671470603484404	914.780058048789328
731	0.624156353594039	916.397522608578583
732	0.426816644882911	918.032291758894189
733	0.131241483834405	919.173483800753274
734	0.315374120278859	919.206143054997369
735	0.877099312948057	920.782031279871148
736	1.103016565357972	922.206740962059257
737	0.523174786149010	922.926976274913045
738	0.720252693870238	924.605041190034967
739	0.549378216861585	926.738326903986945
740	0.376333692978650	928.080945999293249
741	0.108139064627795	928.969507954623282
742	0.381947752851314	929.388236712357866
743	0.121514792704805	929.514357902800953
744	0.537827918734214	930.707320830679237
745	0.445048481231363	931.703276965104010
746	0.291467875097698	934.521651749212538
747	0.124767753851224	934.532790322237815
748	0.915966774088692	935.596201490283306
749	0.871017665401364	936.503716195459560
750	0.119281758800982	937.797364139733531
751	0.680267932242045	938.099751350535485
752	0.148851220329509	939.396621389769734
753	0.259355666429563	939.415433328137965
754	0.748859520323673	940.852020534554299
755	0.549952159481125	941.873876354832760
756	0.561861293519363	944.312590859018314
757	0.476672093936665	945.519368768411709
758	0.455563772277059	948.138720025708153
759	0.726954346014100	950.266306304239947
760	0.842904825538419	950.839249160042527
761	0.794955380876161	952.763096257571874
762	0.402135655370929	954.337728183223476
763	1.151220755858535	955.362461830124175
764	0.125782905207086	957.034818573798361
765	0.334908562394902	957.041370561714757
766	0.357161049503064	958.218485953671461
767	0.469225506934929	959.372773859613289
768	0.591282673982669	961.754998774134492
769	0.261610452605289	963.262390865015504
770	0.101713922702078	963.285621887819275
771	0.158138991667507	963.334187997464142
772	0.120308282354990	964.404553038994436
773	0.664307129552852	964.437242453552358
774	0.519013970153540	965.634117254161652
775	0.129232027309319	966.537475725894069
776	0.553533679898039	967.188085498105465
